http://adam.heroku.com/	http://adam.heroku.com/                                                  
Andraz Tori Blog	http://andraz.wpengine.com/                                              
Antony's MySQL bits	http://antbits.blogspot.com/                                             
Alexandre Passant	http://apassant.net/blog/                                                
Vlad Fedorkov	http://astellar.com/                                                     
Attractive Chaos	http://attractivechaos.wordpress.com/                                    
http://bartoszmilewski.wordpress...	http://bartoszmilewski.wordpress.com                                     
http://bkiers.blogspot.com/	http://bkiers.blogspot.com/                                              
AK Tech Blog	http://blog.aggregateknowledge.com/                                      
Postcards From My Life	http://blog.calevans.com/                                                
Web Performance Monitoring and Optimization	http://blog.catchpoint.com/                                              
Factual Blog	http://blog.factual.com/                                                 
http://blog.mithis.net/	http://blog.mithis.net/                                                  
http://blog.moertel.com/	http://blog.moertel.com/                                                 
The MongoDB Blog	http://blog.mongodb.org/                                                 
http://blog.regehr.org/	http://blog.regehr.org/                                                  
Sindice Blog	http://blog.sindice.com/                                                 
blog.tomayac.com " Blog von Thomas Steiner " homoblogiens	http://blog.tomayac.com/                                                 
Jeremy Zawodny's blog	http://blog.zawodny.com/                                                 
Welcome to the moon	http://bluesmoon.info/                                                   
http://bramcohen.livejournal.com/	http://bramcohen.livejournal.com/                                        
http://carcaddar.blogspot.com/	http://carcaddar.blogspot.com/                                           
CaseySoftware, LLC - Supporters & Developers of web2project	http://caseysoftware.com/                                                
Code as Craft	http://codeascraft.com/                                                  
http://community.topcoder.com/tc...	http://community.topcoder.com/tc?module=Static&d1=tutorials&d2=alg_index 
Dave's Data	http://da-data.blogspot.com/                                             
The Data Charmer	http://datacharmer.blogspot.com/                                         
http://dbmsmusings.blogspot.com/	http://dbmsmusings.blogspot.com/                                         
Home - Derick Rethans	http://derickrethans.nl/                                                 
Reverb Developer Blog	http://developers-blog.helloreverb.com/                                  
http://e-maxx.ru/algo/	http://e-maxx.ru/algo/                                                   
http://effbot.org/	http://effbot.org/                                                       
http://ejohn.org/blog/	http://ejohn.org/blog/                                                   
http://eli.thegreenplace.net/	http://eli.thegreenplace.net/                                            
Experts on Embedded Software	http://embeddedgurus.com/                                                
Blog	http://engineering.linkedin.com/blog                                     
RealTime Data Compression	http://fastcompression.blogspot.fr/                                      
http://highlyscalable.wordpress....	http://highlyscalable.wordpress.com/                                     
Hugh E. Williams	http://hughewilliams.com/                                                
http://hunch.net/	http://hunch.net/                                                        
iBlog - Ilia Alshanetsky	http://ilia.ws/                                                          
Jason Sirota	http://jasonsirota.com/                                                  
http://k2code.blogspot.in/	http://k2code.blogspot.in/                                               
Keeping it Simple	http://karwin.blogspot.com/                                              
Laughing Meme - technological solutions for social problems - Kellan Elliott-McCrea	http://laughingmeme.org/                                                 
LingPipe Blog	http://lingpipe-blog.com/                                                
http://lojic.com/blog/	http://lojic.com/blog/                                                   
http://lukaszwrobel.pl/	http://lukaszwrobel.pl/                                                  
Manicode	http://manicode.blogspot.com/                                            
The Beautiful, Tormented Machine	http://manu.sporny.org/                                                  
brain of mat kelcey	http://matpalm.com/blog/                                                 
Home page - Maxoffsky	http://maxoffsky.com/                                                    
http://mechanical-sympathy.blogs...	http://mechanical-sympathy.blogspot.com/                                 
Mike Frank's Blog	http://mikefrank.wordpress.com/                                          
Mitchell Hashimoto on Svbtle	http://mitchellh.com/                                                    
http://mualanhlung017.wordpress....	http://mualanhlung017.wordpress.com/                                     
Blog Entries :: phly, boy, phly	http://mwop.net/blog.html                                                
http://myprogrammingblog.com/	http://myprogrammingblog.com/                                            
http://nathanmarz.com/	http://nathanmarz.com/                                                   
http://natishalom.typepad.com/na...	http://natishalom.typepad.com/nati_shaloms_blog/gigaspaces/              
http://nichol.as/	http://nichol.as/                                                        
http://oppugn.us/	http://oppugn.us/                                                        
Paul Scott	http://paulscott.co.za/blog/                                             
Adrian Cockcroft's Blog	http://perfcap.blogspot.com/                                             
http://petr-mitrichev.blogspot.com/	http://petr-mitrichev.blogspot.com/                                      
Practical NetKernel	http://practical-netkernel.blogspot.com/                                 
http://research.swtch.com/	http://research.swtch.com/                                               
Shaddy Z's Sandbox	http://sandbox.chunkofwood.com/                                          
Selenium Testing? Do Cross Browser Testing with Sauce Labs	http://sauceio.com/                                                      
The Scale-Out Blog	http://scale-out-blog.blogspot.com/                                      
Steve Francia is spf13.com : spf13.com	http://spf13.com/                                                        
full-text diary	http://sphinxsearch.com/blog/                                            
Steve Hanov's Programming Blog	http://stevehanov.ca/                                                    
Salmon Run	http://sujitpal.blogspot.com/                                            
The Netflix Tech Blog	http://techblog.netflix.com/                                             
http://tom.preston-werner.com/	http://tom.preston-werner.com/                                           
Venu Anuganti Blog	http://venublog.com/                                                     
http://www.catonmat.net/	http://www.catonmat.net/                                                 
Cedexis - Real time data for real time decisions	http://www.cedexis.com/blog/                                             
CSSKarma	http://www.csskarma.com/blog/                                            
A Dash of Technology	http://www.dr-josiah.com/                                                
Where e-commerce meets world-class technology	http://www.ebaytechblog.com/                                             
Developer, author, musician, global domination theoretician	http://www.eschrade.com/                                                 
GizmoLA.com	http://www.gizmola.com/blog/                                             
http://www.igvita.com/	http://www.igvita.com/                                                   
Newsfeeds, Syndication, Virtual Worlds, 3D Printing	http://www.jeff-barr.com/                                                
http://www.joelonsoftware.com/	http://www.joelonsoftware.com/                                           
http://www.johndcook.com/blog/	http://www.johndcook.com/blog/                                           
http://www.michaelnielsen.org/ddi/	http://www.michaelnielsen.org/ddi/                                       
MySQL Performance Blog - Percona's MySQL & InnoDB performance and scalability blog	http://www.mysqlperformanceblog.com/                                     
NCZOnline	http://www.nczonline.net/blog/                                           
Nova Spivack -- Minding the Planet	http://www.novaspivack.com/                                              
PapayaSoft - Phuket web development	http://www.papayasoft.com/                                               
Stoyan's web dev blog: phpied.com	http://www.phpied.com/                                                   
Sergey Chernyshev's blog about projects and web in general.	http://www.sergeychernyshev.com/blog/                                    
Sheeri Dot Com	http://www.sheeri.com/                                                   
SHEPHERDSPI.COM	http://www.shepherdspi.com/                                              
High Performance Web Sites	http://www.stevesouders.com/blog/                                        
strchr.com	http://www.strchr.com/                                                   
subbu.org - Subbu Allamaraju’s Blog	http://www.subbu.org/                                                    
http://www.tbray.org/ongoing/	http://www.tbray.org/ongoing/                                            
Toni Cebrián	http://www.tonicebrian.com/                                              
Victor Tsaran	http://www.victortsaran.net/                                             
Xaprb	http://www.xaprb.com/blog/                                               
Engineering	https://blog.twitter.com/engineering                                     
https://ocaml.janestreet.com/	https://ocaml.janestreet.com/                                            
Dropbox Tech Blog	https://tech.dropbox.com/                                                
Petar Maymounkov	https://twitter.com/maymounkov                                           
Facebook Engineering	https://www.facebook.com/Engineering                                     
